,cell,cyc,soc_label,mode_label,capacity,c1_15_power_var,SOC,Mode,Scenario,,,,
471,b1c0,789,-2,0,1.0497754,0.001465551,H(100-70%),Discharge,Discharge_H(100-70%),,,,
472,b1c0,789,-2,0,1.0497754,4.501735687,H(100-70%),Discharge,Discharge_H(100-70%),,,,
473,b1c0,789,-2,0,1.0497754,3.459902763,H(100-70%),Discharge,Discharge_H(100-70%),,,,
474,b1c0,794,-2,0,1.030682,4.483037472,H(100-70%),Discharge,Discharge_H(100-70%),,,,
475,b1c0,794,-2,0,1.030682,0.001746851,H(100-70%),Discharge,Discharge_H(100-70%),,,,
476,b1c0,794,-2,0,1.030682,3.421375751,H(100-70%),Discharge,Discharge_H(100-70%),,,,
477,b1c0,799,-2,0,1.0471404,0.001413012,H(100-70%),Discharge,Discharge_H(100-70%),,,,
478,b1c0,799,-2,0,1.0471404,3.780795813,H(100-70%),Discharge,Discharge_H(100-70%),,,,
479,b1c0,799,-2,0,1.0471404,4.995700836,H(100-70%),Discharge,Discharge_H(100-70%),,,,
480,b1c0,804,-2,0,1.0426677,3.392669916,H(100-70%),Discharge,Discharge_H(100-70%),,,,
481,b1c0,804,-2,0,1.0426677,0.001638468,H(100-70%),Discharge,Discharge_H(100-70%),,,,
482,b1c0,804,-2,0,1.0426677,4.418282032,H(100-70%),Discharge,Discharge_H(100-70%),,,,
483,b1c0,809,-2,0,1.0433052,4.645657539,H(100-70%),Discharge,Discharge_H(100-70%),,,,
484,b1c0,809,-2,0,1.0433052,0.001670068,H(100-70%),Discharge,Discharge_H(100-70%),,,,
485,b1c0,809,-2,0,1.0433052,3.620341539,H(100-70%),Discharge,Discharge_H(100-70%),,,,
486,b1c0,814,-2,0,1.0456301,4.937646389,H(100-70%),Discharge,Discharge_H(100-70%),,,,
487,b1c0,814,-2,0,1.0456301,0.001752299,H(100-70%),Discharge,Discharge_H(100-70%),,,,
488,b1c0,814,-2,0,1.0456301,3.87351799,H(100-70%),Discharge,Discharge_H(100-70%),,,,
489,b1c0,819,-2,0,1.0478085,4.665329933,H(100-70%),Discharge,Discharge_H(100-70%),,,,
490,b1c0,819,-2,0,1.0478085,0.001635167,H(100-70%),Discharge,Discharge_H(100-70%),,,,
491,b1c0,819,-2,0,1.0478085,3.586564779,H(100-70%),Discharge,Discharge_H(100-70%),,,,
492,b1c0,824,-2,0,1.0348196,4.498465061,H(100-70%),Discharge,Discharge_H(100-70%),,,,
493,b1c0,824,-2,0,1.0348196,0.001499329,H(100-70%),Discharge,Discharge_H(100-70%),,,,
494,b1c0,824,-2,0,1.0348196,3.487557173,H(100-70%),Discharge,Discharge_H(100-70%),,,,
495,b1c0,829,-2,0,1.0440003,0.001566536,H(100-70%),Discharge,Discharge_H(100-70%),,,,
496,b1c0,829,-2,0,1.0440003,3.745641947,H(100-70%),Discharge,Discharge_H(100-70%),,,,
497,b1c0,829,-2,0,1.0440003,5.029594898,H(100-70%),Discharge,Discharge_H(100-70%),,,,
498,b1c0,834,-2,0,1.0446702,4.604946136,H(100-70%),Discharge,Discharge_H(100-70%),,,,
499,b1c0,834,-2,0,1.0446702,0.001476467,H(100-70%),Discharge,Discharge_H(100-70%),,,,
500,b1c0,834,-2,0,1.0446702,3.506986141,H(100-70%),Discharge,Discharge_H(100-70%),,,,
501,b1c0,839,-2,0,1.0461838,4.734579086,H(100-70%),Discharge,Discharge_H(100-70%),,,,
502,b1c0,839,-2,0,1.0461838,0.001585428,H(100-70%),Discharge,Discharge_H(100-70%),,,,
503,b1c0,839,-2,0,1.0461838,3.748832703,H(100-70%),Discharge,Discharge_H(100-70%),,,,
504,b1c0,844,-2,0,1.0470449,0.001749404,H(100-70%),Discharge,Discharge_H(100-70%),,,,
505,b1c0,844,-2,0,1.0470449,4.41399622,H(100-70%),Discharge,Discharge_H(100-70%),,,,
506,b1c0,844,-2,0,1.0470449,3.254747868,H(100-70%),Discharge,Discharge_H(100-70%),,,,
507,b1c0,849,-2,0,1.0364809,4.844805717,H(100-70%),Discharge,Discharge_H(100-70%),,,,
508,b1c0,849,-2,0,1.0364809,0.001667995,H(100-70%),Discharge,Discharge_H(100-70%),,,,
509,b1c0,849,-2,0,1.0364809,3.620480299,H(100-70%),Discharge,Discharge_H(100-70%),,,,
510,b1c0,854,-2,0,1.0470663,0.001611001,H(100-70%),Discharge,Discharge_H(100-70%),,,,
511,b1c0,854,-2,0,1.0470663,3.594001532,H(100-70%),Discharge,Discharge_H(100-70%),,,,
512,b1c0,854,-2,0,1.0470663,4.580773354,H(100-70%),Discharge,Discharge_H(100-70%),,,,
513,b1c0,859,-2,0,1.0451659,3.879935741,H(100-70%),Discharge,Discharge_H(100-70%),,,,
514,b1c0,859,-2,0,1.0451659,0.001646992,H(100-70%),Discharge,Discharge_H(100-70%),,,,
515,b1c0,859,-2,0,1.0451659,4.926716805,H(100-70%),Discharge,Discharge_H(100-70%),,,,
516,b1c0,864,-2,0,1.0456605,5.032381535,H(100-70%),Discharge,Discharge_H(100-70%),,,,
517,b1c0,864,-2,0,1.0456605,0.001764824,H(100-70%),Discharge,Discharge_H(100-70%),,,,
518,b1c0,864,-2,0,1.0456605,3.799725771,H(100-70%),Discharge,Discharge_H(100-70%),,,,
519,b1c0,869,-2,0,1.0454966,4.466335297,H(100-70%),Discharge,Discharge_H(100-70%),,,,
520,b1c0,869,-2,0,1.0454966,0.001733136,H(100-70%),Discharge,Discharge_H(100-70%),,,,
521,b1c0,869,-2,0,1.0454966,3.367202997,H(100-70%),Discharge,Discharge_H(100-70%),,,,
522,b1c0,874,-2,0,1.0456063,5.343344212,H(100-70%),Discharge,Discharge_H(100-70%),,,,
523,b1c0,874,-2,0,1.0456063,0.001614244,H(100-70%),Discharge,Discharge_H(100-70%),,,,
524,b1c0,874,-2,0,1.0456063,3.920005083,H(100-70%),Discharge,Discharge_H(100-70%),,,,
525,b1c0,879,-2,0,1.0454723,5.019191265,H(100-70%),Discharge,Discharge_H(100-70%),,,,
526,b1c0,879,-2,0,1.0454723,0.00162559,H(100-70%),Discharge,Discharge_H(100-70%),,,,
527,b1c0,879,-2,0,1.0454723,4.01444149,H(100-70%),Discharge,Discharge_H(100-70%),,,,
528,b1c0,884,-2,0,1.0434456,0.001497154,H(100-70%),Discharge,Discharge_H(100-70%),,,,
529,b1c0,884,-2,0,1.0434456,3.552693844,H(100-70%),Discharge,Discharge_H(100-70%),,,,
530,b1c0,884,-2,0,1.0434456,4.695024014,H(100-70%),Discharge,Discharge_H(100-70%),,,,
531,b1c0,889,-2,0,1.0445061,4.847881317,H(100-70%),Discharge,Discharge_H(100-70%),,,,
532,b1c0,889,-2,0,1.0445061,0.001615745,H(100-70%),Discharge,Discharge_H(100-70%),,,,
533,b1c0,889,-2,0,1.0445061,3.684206963,H(100-70%),Discharge,Discharge_H(100-70%),,,,
534,b1c0,894,-2,0,1.0439519,4.973185062,H(100-70%),Discharge,Discharge_H(100-70%),,,,
535,b1c0,894,-2,0,1.0439519,0.001685707,H(100-70%),Discharge,Discharge_H(100-70%),,,,
536,b1c0,894,-2,0,1.0439519,3.790249348,H(100-70%),Discharge,Discharge_H(100-70%),,,,
537,b1c0,899,-2,0,1.0445197,0.001557846,H(100-70%),Discharge,Discharge_H(100-70%),,,,
538,b1c0,899,-2,0,1.0445197,4.496668816,H(100-70%),Discharge,Discharge_H(100-70%),,,,
539,b1c0,899,-2,0,1.0445197,3.51414609,H(100-70%),Discharge,Discharge_H(100-70%),,,,
540,b1c0,904,-2,0,1.0440176,4.521977425,H(100-70%),Discharge,Discharge_H(100-70%),,,,
541,b1c0,904,-2,0,1.0440176,0.001784615,H(100-70%),Discharge,Discharge_H(100-70%),,,,
542,b1c0,904,-2,0,1.0440176,3.485794544,H(100-70%),Discharge,Discharge_H(100-70%),,,,
543,b1c0,909,-2,0,1.0409905,0.001582009,H(100-70%),Discharge,Discharge_H(100-70%),,,,
544,b1c0,909,-2,0,1.0409905,3.507346153,H(100-70%),Discharge,Discharge_H(100-70%),,,,
545,b1c0,909,-2,0,1.0409905,4.551980495,H(100-70%),Discharge,Discharge_H(100-70%),,,,
546,b1c0,914,-2,0,1.0422294,0.001751835,H(100-70%),Discharge,Discharge_H(100-70%),,,,
547,b1c0,914,-2,0,1.0422294,3.704783201,H(100-70%),Discharge,Discharge_H(100-70%),,,,
548,b1c0,914,-2,0,1.0422294,4.758431911,H(100-70%),Discharge,Discharge_H(100-70%),,,,
549,b1c0,919,-2,0,1.0423316,0.001504272,H(100-70%),Discharge,Discharge_H(100-70%),,,,
550,b1c0,919,-2,0,1.0423316,3.799192667,H(100-70%),Discharge,Discharge_H(100-70%),,,,
551,b1c0,919,-2,0,1.0423316,4.971951962,H(100-70%),Discharge,Discharge_H(100-70%),,,,
552,b1c0,924,-2,0,1.0414201,0.001377505,H(100-70%),Discharge,Discharge_H(100-70%),,,,
553,b1c0,924,-2,0,1.0414201,3.952531815,H(100-70%),Discharge,Discharge_H(100-70%),,,,
554,b1c0,924,-2,0,1.0414201,5.199007988,H(100-70%),Discharge,Discharge_H(100-70%),,,,
555,b1c0,929,-2,0,1.0419347,5.006871223,H(100-70%),Discharge,Discharge_H(100-70%),,,,
556,b1c0,929,-2,0,1.0419347,0.001723548,H(100-70%),Discharge,Discharge_H(100-70%),,,,
557,b1c0,929,-2,0,1.0419347,3.964177608,H(100-70%),Discharge,Discharge_H(100-70%),,,,
558,b1c0,934,-2,0,1.0409799,4.82267046,H(100-70%),Discharge,Discharge_H(100-70%),,,,
559,b1c0,934,-2,0,1.0409799,0.001260164,H(100-70%),Discharge,Discharge_H(100-70%),,,,
560,b1c0,934,-2,0,1.0409799,3.720301628,H(100-70%),Discharge,Discharge_H(100-70%),,,,
561,b1c0,939,-2,0,1.0407169,5.122404575,H(100-70%),Discharge,Discharge_H(100-70%),,,,
562,b1c0,939,-2,0,1.0407169,0.001537045,H(100-70%),Discharge,Discharge_H(100-70%),,,,
563,b1c0,939,-2,0,1.0407169,3.866495848,H(100-70%),Discharge,Discharge_H(100-70%),,,,
564,b1c0,944,-2,0,1.0396606,4.8820858,H(100-70%),Discharge,Discharge_H(100-70%),,,,
565,b1c0,944,-2,0,1.0396606,0.001609963,H(100-70%),Discharge,Discharge_H(100-70%),,,,
566,b1c0,944,-2,0,1.0396606,3.867877007,H(100-70%),Discharge,Discharge_H(100-70%),,,,
567,b1c0,949,-2,0,1.0403105,0.001430484,H(100-70%),Discharge,Discharge_H(100-70%),,,,
568,b1c0,949,-2,0,1.0403105,3.588770866,H(100-70%),Discharge,Discharge_H(100-70%),,,,
569,b1c0,949,-2,0,1.0403105,4.688639641,H(100-70%),Discharge,Discharge_H(100-70%),,,,
570,b1c0,954,-2,0,1.0405751,4.487801552,H(100-70%),Discharge,Discharge_H(100-70%),,,,
571,b1c0,954,-2,0,1.0405751,0.001773627,H(100-70%),Discharge,Discharge_H(100-70%),,,,
572,b1c0,954,-2,0,1.0405751,3.546129227,H(100-70%),Discharge,Discharge_H(100-70%),,,,
573,b1c0,959,-2,0,1.0391384,5.548797607,H(100-70%),Discharge,Discharge_H(100-70%),,,,
574,b1c0,959,-2,0,1.0391384,0.001605811,H(100-70%),Discharge,Discharge_H(100-70%),,,,
575,b1c0,959,-2,0,1.0391384,4.353896141,H(100-70%),Discharge,Discharge_H(100-70%),,,,
576,b1c0,964,-2,0,1.039667,0.001728538,H(100-70%),Discharge,Discharge_H(100-70%),,,,
577,b1c0,964,-2,0,1.039667,4.750733376,H(100-70%),Discharge,Discharge_H(100-70%),,,,
578,b1c0,964,-2,0,1.039667,3.650572538,H(100-70%),Discharge,Discharge_H(100-70%),,,,
579,b1c0,969,-2,0,1.0393689,4.919343472,H(100-70%),Discharge,Discharge_H(100-70%),,,,
580,b1c0,969,-2,0,1.0393689,0.001508335,H(100-70%),Discharge,Discharge_H(100-70%),,,,
581,b1c0,969,-2,0,1.0393689,3.69011426,H(100-70%),Discharge,Discharge_H(100-70%),,,,
582,b1c0,974,-2,0,1.0400088,0.001820244,H(100-70%),Discharge,Discharge_H(100-70%),,,,
583,b1c0,974,-2,0,1.0400088,3.639361382,H(100-70%),Discharge,Discharge_H(100-70%),,,,
584,b1c0,974,-2,0,1.0400088,4.607809544,H(100-70%),Discharge,Discharge_H(100-70%),,,,
585,b1c0,979,-2,0,1.0389411,0.001646542,H(100-70%),Discharge,Discharge_H(100-70%),,,,
586,b1c0,979,-2,0,1.0389411,3.800283194,H(100-70%),Discharge,Discharge_H(100-70%),,,,
587,b1c0,979,-2,0,1.0389411,4.786191463,H(100-70%),Discharge,Discharge_H(100-70%),,,,
588,b1c0,984,-2,0,1.0393666,4.772651672,H(100-70%),Discharge,Discharge_H(100-70%),,,,
589,b1c0,984,-2,0,1.0393666,0.001496478,H(100-70%),Discharge,Discharge_H(100-70%),,,,
590,b1c0,984,-2,0,1.0393666,3.694054127,H(100-70%),Discharge,Discharge_H(100-70%),,,,
591,b1c0,989,-2,0,1.0384245,4.895747662,H(100-70%),Discharge,Discharge_H(100-70%),,,,
592,b1c0,989,-2,0,1.0384245,0.001751894,H(100-70%),Discharge,Discharge_H(100-70%),,,,
593,b1c0,989,-2,0,1.0384245,3.739710808,H(100-70%),Discharge,Discharge_H(100-70%),,,,
594,b1c0,994,-2,0,1.0389284,4.005486965,H(100-70%),Discharge,Discharge_H(100-70%),,,,
595,b1c0,994,-2,0,1.0389284,0.001724207,H(100-70%),Discharge,Discharge_H(100-70%),,,,
596,b1c0,994,-2,0,1.0389284,4.858438969,H(100-70%),Discharge,Discharge_H(100-70%),,,,
597,b1c0,999,-2,0,1.0387062,4.879772186,H(100-70%),Discharge,Discharge_H(100-70%),,,,
598,b1c0,999,-2,0,1.0387062,0.001482179,H(100-70%),Discharge,Discharge_H(100-70%),,,,
599,b1c0,999,-2,0,1.0387062,3.533872843,H(100-70%),Discharge,Discharge_H(100-70%),,,,
600,b1c0,1004,-2,0,1.0392003,4.813902378,H(100-70%),Discharge,Discharge_H(100-70%),,,,
601,b1c0,1004,-2,0,1.0392003,0.001487893,H(100-70%),Discharge,Discharge_H(100-70%),,,,
602,b1c0,1004,-2,0,1.0392003,3.763838291,H(100-70%),Discharge,Discharge_H(100-70%),,,,
603,b1c0,1009,-2,0,1.0381292,3.735766888,H(100-70%),Discharge,Discharge_H(100-70%),,,,
604,b1c0,1009,-2,0,1.0381292,0.001551552,H(100-70%),Discharge,Discharge_H(100-70%),,,,
605,b1c0,1009,-2,0,1.0381292,4.888203621,H(100-70%),Discharge,Discharge_H(100-70%),,,,
606,b1c0,1014,-2,0,1.0384033,4.678597927,H(100-70%),Discharge,Discharge_H(100-70%),,,,
607,b1c0,1014,-2,0,1.0384033,0.001738455,H(100-70%),Discharge,Discharge_H(100-70%),,,,
608,b1c0,1014,-2,0,1.0384033,3.617409229,H(100-70%),Discharge,Discharge_H(100-70%),,,,
609,b1c0,1019,-2,0,1.0380089,5.116319656,H(100-70%),Discharge,Discharge_H(100-70%),,,,
610,b1c0,1019,-2,0,1.0380089,0.001573583,H(100-70%),Discharge,Discharge_H(100-70%),,,,
611,b1c0,1019,-2,0,1.0380089,3.901296616,H(100-70%),Discharge,Discharge_H(100-70%),,,,
612,b1c0,1024,-2,0,1.037668,4.64790535,H(100-70%),Discharge,Discharge_H(100-70%),,,,
613,b1c0,1024,-2,0,1.037668,0.001490551,H(100-70%),Discharge,Discharge_H(100-70%),,,,
614,b1c0,1024,-2,0,1.037668,3.736508131,H(100-70%),Discharge,Discharge_H(100-70%),,,,
615,b1c0,1029,-2,0,1.0376381,3.47190094,H(100-70%),Discharge,Discharge_H(100-70%),,,,
616,b1c0,1029,-2,0,1.0376381,4.689953327,H(100-70%),Discharge,Discharge_H(100-70%),,,,
617,b1c0,1029,-2,0,1.0376381,0.001642522,H(100-70%),Discharge,Discharge_H(100-70%),,,,
618,b1c0,1034,-2,0,1.0374084,0.001847487,H(100-70%),Discharge,Discharge_H(100-70%),,,,
619,b1c0,1034,-2,0,1.0374084,3.54557848,H(100-70%),Discharge,Discharge_H(100-70%),,,,
620,b1c0,1034,-2,0,1.0374084,4.715266705,H(100-70%),Discharge,Discharge_H(100-70%),,,,
621,b1c0,1039,-2,0,1.0367492,3.763318777,H(100-70%),Discharge,Discharge_H(100-70%),,,,
622,b1c0,1039,-2,0,1.0367492,0.001703394,H(100-70%),Discharge,Discharge_H(100-70%),,,,
623,b1c0,1039,-2,0,1.0367492,4.753815651,H(100-70%),Discharge,Discharge_H(100-70%),,,,
624,b1c0,1044,-2,0,1.0370507,4.618259907,H(100-70%),Discharge,Discharge_H(100-70%),,,,
625,b1c0,1044,-2,0,1.0370507,0.001618538,H(100-70%),Discharge,Discharge_H(100-70%),,,,
626,b1c0,1044,-2,0,1.0370507,3.64068222,H(100-70%),Discharge,Discharge_H(100-70%),,,,
627,b1c0,1049,-2,0,1.0366201,4.542208195,H(100-70%),Discharge,Discharge_H(100-70%),,,,
628,b1c0,1049,-2,0,1.0366201,0.001502199,H(100-70%),Discharge,Discharge_H(100-70%),,,,
629,b1c0,1049,-2,0,1.0366201,3.434428453,H(100-70%),Discharge,Discharge_H(100-70%),,,,
630,b1c0,1054,-2,0,1.0362328,4.185733318,H(100-70%),Discharge,Discharge_H(100-70%),,,,
631,b1c0,1054,-2,0,1.0362328,0.001693455,H(100-70%),Discharge,Discharge_H(100-70%),,,,
632,b1c0,1054,-2,0,1.0362328,3.248471975,H(100-70%),Discharge,Discharge_H(100-70%),,,,
633,b1c0,1059,-2,0,1.0363283,5.096983433,H(100-70%),Discharge,Discharge_H(100-70%),,,,
634,b1c0,1059,-2,0,1.0363283,0.00156818,H(100-70%),Discharge,Discharge_H(100-70%),,,,
635,b1c0,1059,-2,0,1.0363283,3.847964525,H(100-70%),Discharge,Discharge_H(100-70%),,,,
636,b1c0,1064,-2,0,1.035789,0.001744919,H(100-70%),Discharge,Discharge_H(100-70%),,,,
637,b1c0,1064,-2,0,1.035789,3.932716608,H(100-70%),Discharge,Discharge_H(100-70%),,,,
638,b1c0,1064,-2,0,1.035789,5.089472294,H(100-70%),Discharge,Discharge_H(100-70%),,,,
639,b1c0,1069,-2,0,1.0355663,4.950939655,H(100-70%),Discharge,Discharge_H(100-70%),,,,
640,b1c0,1069,-2,0,1.0355663,0.001551172,H(100-70%),Discharge,Discharge_H(100-70%),,,,
641,b1c0,1069,-2,0,1.0355663,3.887979746,H(100-70%),Discharge,Discharge_H(100-70%),,,,
642,b1c0,1074,-2,0,1.0354928,4.326282501,H(100-70%),Discharge,Discharge_H(100-70%),,,,
643,b1c0,1074,-2,0,1.0354928,0.001673518,H(100-70%),Discharge,Discharge_H(100-70%),,,,
644,b1c0,1074,-2,0,1.0354928,3.499649048,H(100-70%),Discharge,Discharge_H(100-70%),,,,
645,b1c0,1079,-2,0,1.0343043,0.001742306,H(100-70%),Discharge,Discharge_H(100-70%),,,,
646,b1c0,1079,-2,0,1.0343043,4.693887711,H(100-70%),Discharge,Discharge_H(100-70%),,,,
647,b1c0,1079,-2,0,1.0343043,3.518802881,H(100-70%),Discharge,Discharge_H(100-70%),,,,
648,b1c0,1084,-2,0,1.0344391,5.784772396,H(100-70%),Discharge,Discharge_H(100-70%),,,,
649,b1c0,1084,-2,0,1.0344391,0.001578447,H(100-70%),Discharge,Discharge_H(100-70%),,,,
650,b1c0,1084,-2,0,1.0344391,4.580617428,H(100-70%),Discharge,Discharge_H(100-70%),,,,
651,b1c0,1089,-2,0,1.0339148,0.001456005,H(100-70%),Discharge,Discharge_H(100-70%),,,,
652,b1c0,1089,-2,0,1.0339148,3.72192502,H(100-70%),Discharge,Discharge_H(100-70%),,,,
653,b1c0,1089,-2,0,1.0339148,4.793667793,H(100-70%),Discharge,Discharge_H(100-70%),,,,
654,b1c0,1094,-2,0,1.0338552,0.001595729,H(100-70%),Discharge,Discharge_H(100-70%),,,,
655,b1c0,1094,-2,0,1.0338552,3.683665276,H(100-70%),Discharge,Discharge_H(100-70%),,,,
656,b1c0,1094,-2,0,1.0338552,4.91348505,H(100-70%),Discharge,Discharge_H(100-70%),,,,
657,b1c0,1099,-2,0,1.0336952,4.680592537,H(100-70%),Discharge,Discharge_H(100-70%),,,,
658,b1c0,1099,-2,0,1.0336952,0.001730848,H(100-70%),Discharge,Discharge_H(100-70%),,,,
659,b1c0,1099,-2,0,1.0336952,3.717008829,H(100-70%),Discharge,Discharge_H(100-70%),,,,
660,b1c0,1104,-2,0,1.0333444,4.890575886,H(100-70%),Discharge,Discharge_H(100-70%),,,,
661,b1c0,1104,-2,0,1.0333444,0.00161668,H(100-70%),Discharge,Discharge_H(100-70%),,,,
662,b1c0,1104,-2,0,1.0333444,3.790502071,H(100-70%),Discharge,Discharge_H(100-70%),,,,
663,b1c0,1109,-2,0,1.0333894,3.662085295,H(100-70%),Discharge,Discharge_H(100-70%),,,,
664,b1c0,1109,-2,0,1.0333894,0.00161454,H(100-70%),Discharge,Discharge_H(100-70%),,,,
665,b1c0,1109,-2,0,1.0333894,4.855971336,H(100-70%),Discharge,Discharge_H(100-70%),,,,
666,b1c0,1114,-2,0,1.0329384,4.833135605,H(100-70%),Discharge,Discharge_H(100-70%),,,,
667,b1c0,1114,-2,0,1.0329384,0.001799669,H(100-70%),Discharge,Discharge_H(100-70%),,,,
668,b1c0,1114,-2,0,1.0329384,3.854960203,H(100-70%),Discharge,Discharge_H(100-70%),,,,
669,b1c0,1119,-2,0,1.0319157,4.395520687,H(100-70%),Discharge,Discharge_H(100-70%),,,,
670,b1c0,1119,-2,0,1.0319157,0.001821076,H(100-70%),Discharge,Discharge_H(100-70%),,,,
671,b1c0,1119,-2,0,1.0319157,3.428818703,H(100-70%),Discharge,Discharge_H(100-70%),,,,
672,b1c0,1124,-2,0,1.0319879,3.714557409,H(100-70%),Discharge,Discharge_H(100-70%),,,,
673,b1c0,1124,-2,0,1.0319879,0.001497318,H(100-70%),Discharge,Discharge_H(100-70%),,,,
674,b1c0,1124,-2,0,1.0319879,4.803302765,H(100-70%),Discharge,Discharge_H(100-70%),,,,
675,b1c0,1129,-2,0,1.0310855,4.42072773,H(100-70%),Discharge,Discharge_H(100-70%),,,,
676,b1c0,1129,-2,0,1.0310855,0.001729484,H(100-70%),Discharge,Discharge_H(100-70%),,,,
677,b1c0,1129,-2,0,1.0310855,3.525859833,H(100-70%),Discharge,Discharge_H(100-70%),,,,
678,b1c0,1134,-2,0,1.0308222,4.807137489,H(100-70%),Discharge,Discharge_H(100-70%),,,,
679,b1c0,1134,-2,0,1.0308222,0.001406695,H(100-70%),Discharge,Discharge_H(100-70%),,,,
680,b1c0,1134,-2,0,1.0308222,3.768768311,H(100-70%),Discharge,Discharge_H(100-70%),,,,
681,b1c0,1139,-2,0,1.0305159,4.627754688,H(100-70%),Discharge,Discharge_H(100-70%),,,,
682,b1c0,1139,-2,0,1.0305159,0.001503301,H(100-70%),Discharge,Discharge_H(100-70%),,,,
683,b1c0,1139,-2,0,1.0305159,3.490060329,H(100-70%),Discharge,Discharge_H(100-70%),,,,
684,b1c0,1144,-2,0,1.0303241,3.845999479,H(100-70%),Discharge,Discharge_H(100-70%),,,,
685,b1c0,1144,-2,0,1.0303241,5.012086391,H(100-70%),Discharge,Discharge_H(100-70%),,,,
686,b1c0,1144,-2,0,1.0303241,0.001895118,H(100-70%),Discharge,Discharge_H(100-70%),,,,
687,b1c0,1149,-2,0,1.0294286,0.001688718,H(100-70%),Discharge,Discharge_H(100-70%),,,,
688,b1c0,1149,-2,0,1.0294286,3.513399124,H(100-70%),Discharge,Discharge_H(100-70%),,,,
689,b1c0,1149,-2,0,1.0294286,4.7456007,H(100-70%),Discharge,Discharge_H(100-70%),,,,
690,b1c0,1154,-2,0,1.0291622,0.001469172,H(100-70%),Discharge,Discharge_H(100-70%),,,,
691,b1c0,1154,-2,0,1.0291622,3.707431316,H(100-70%),Discharge,Discharge_H(100-70%),,,,
692,b1c0,1154,-2,0,1.0291622,4.589940548,H(100-70%),Discharge,Discharge_H(100-70%),,,,
693,b1c0,1159,-2,0,1.02912,4.604969978,H(100-70%),Discharge,Discharge_H(100-70%),,,,
694,b1c0,1159,-2,0,1.02912,0.001692534,H(100-70%),Discharge,Discharge_H(100-70%),,,,
695,b1c0,1159,-2,0,1.02912,3.568835735,H(100-70%),Discharge,Discharge_H(100-70%),,,,
696,b1c0,1164,-2,0,1.0290465,4.549086094,H(100-70%),Discharge,Discharge_H(100-70%),,,,
697,b1c0,1164,-2,0,1.0290465,0.001638806,H(100-70%),Discharge,Discharge_H(100-70%),,,,
698,b1c0,1164,-2,0,1.0290465,3.472877979,H(100-70%),Discharge,Discharge_H(100-70%),,,,
699,b1c0,1169,-2,0,1.0281203,4.753450394,H(100-70%),Discharge,Discharge_H(100-70%),,,,
700,b1c0,1169,-2,0,1.0281203,0.00176429,H(100-70%),Discharge,Discharge_H(100-70%),,,,
701,b1c0,1169,-2,0,1.0281203,3.68010354,H(100-70%),Discharge,Discharge_H(100-70%),,,,
702,b1c0,1174,-2,0,1.0277656,4.613905907,H(100-70%),Discharge,Discharge_H(100-70%),,,,
703,b1c0,1174,-2,0,1.0277656,0.001449829,H(100-70%),Discharge,Discharge_H(100-70%),,,,
704,b1c0,1174,-2,0,1.0277656,3.68123126,H(100-70%),Discharge,Discharge_H(100-70%),,,,
705,b1c0,1179,-2,0,1.0275092,0.001922064,H(100-70%),Discharge,Discharge_H(100-70%),,,,
706,b1c0,1179,-2,0,1.0275092,3.329151392,H(100-70%),Discharge,Discharge_H(100-70%),,,,
707,b1c0,1179,-2,0,1.0275092,4.285384178,H(100-70%),Discharge,Discharge_H(100-70%),,,,
708,b1c0,1184,-2,0,1.0268919,4.87145853,H(100-70%),Discharge,Discharge_H(100-70%),,,,
709,b1c0,1184,-2,0,1.0268919,0.001724172,H(100-70%),Discharge,Discharge_H(100-70%),,,,
710,b1c0,1184,-2,0,1.0268919,3.70785284,H(100-70%),Discharge,Discharge_H(100-70%),,,,
711,b1c0,1189,-2,0,1.0262098,4.299515724,H(100-70%),Discharge,Discharge_H(100-70%),,,,
712,b1c0,1189,-2,0,1.0262098,0.001723293,H(100-70%),Discharge,Discharge_H(100-70%),,,,
713,b1c0,1189,-2,0,1.0262098,3.321017981,H(100-70%),Discharge,Discharge_H(100-70%),,,,
714,b1c0,1194,-2,0,1.0237931,0.00168996,H(100-70%),Discharge,Discharge_H(100-70%),,,,
715,b1c0,1194,-2,0,1.0237931,4.5036726,H(100-70%),Discharge,Discharge_H(100-70%),,,,
716,b1c0,1194,-2,0,1.0237931,3.440856695,H(100-70%),Discharge,Discharge_H(100-70%),,,,
717,b1c0,1199,-2,0,1.0234103,4.672706604,H(100-70%),Discharge,Discharge_H(100-70%),,,,
718,b1c0,1199,-2,0,1.0234103,0.001601823,H(100-70%),Discharge,Discharge_H(100-70%),,,,
719,b1c0,1199,-2,0,1.0234103,3.525319576,H(100-70%),Discharge,Discharge_H(100-70%),,,,
720,b1c0,1204,-2,0,1.0223589,0.001583591,H(100-70%),Discharge,Discharge_H(100-70%),,,,
721,b1c0,1204,-2,0,1.0223589,3.545609474,H(100-70%),Discharge,Discharge_H(100-70%),,,,
722,b1c0,1204,-2,0,1.0223589,4.845546246,H(100-70%),Discharge,Discharge_H(100-70%),,,,
723,b1c0,1209,-2,0,1.0216339,0.001472933,H(100-70%),Discharge,Discharge_H(100-70%),,,,
724,b1c0,1209,-2,0,1.0216339,3.752514124,H(100-70%),Discharge,Discharge_H(100-70%),,,,
725,b1c0,1209,-2,0,1.0216339,4.957825661,H(100-70%),Discharge,Discharge_H(100-70%),,,,
726,b1c0,1214,-2,0,1.0215729,4.385392189,H(100-70%),Discharge,Discharge_H(100-70%),,,,
